ID,URL,Date,Title,InfoTheory,CompVis,Math,Abstract
cmp-lg-9405023,arxiv.org/abs/cmp-lg/9405023,25/5/94,An Integrated Heuristic Scheme for Partial Parse Evaluation,0,0,0," An Integrated Heuristic Scheme for Partial Parse Evaluation GLR* is a recently developed robust version of the Generalized LR Parser, that can parse almost ANY input sentence by ignoring unrecognizable parts of the sentence. On a given input sentence, the parser returns a collection of parses that correspond to maximal, or close to maximal, parsable subsets of the original input. This paper describes recent work on developing an integrated heuristic scheme for selecting the parse that is deemed ``best'' from such a collection. We describe the heuristic measures used and their combination scheme. Preliminary results from experiments conducted on parsing speech recognized spontaneous speech are also reported. "
cmp-lg-9405022,arxiv.org/abs/cmp-lg/9405022,25/5/94,Grammar Specialization through Entropy Thresholds,0,0,0," Grammar Specialization through Entropy Thresholds Explanation-based generalization is used to extract a specialized grammar from the original one using a training corpus of parse trees. This allows very much faster parsing and gives a lower error rate, at the price of a small loss in coverage. Previously, it has been necessary to specify the tree-cutting criteria (or operationality criteria) manually; here they are derived automatically from the training set and the desired coverage of the specialized grammar. This is done by assigning an entropy value to each node in the parse trees and cutting in the nodes with sufficiently high entropy values. "
cmp-lg-9405024,arxiv.org/abs/cmp-lg/9405024,26/5/94,Abductive Equivalential Translation and its application to Natural Language Database Interfacing,0,0,0," Abductive Equivalential Translation and its application to Natural Language Database Interfacing The thesis describes a logical formalization of natural-language database interfacing. We assume the existence of a ``natural language engine'' capable of mediating between surface linguistic string and their representations as ``literal'' logical forms: the focus of interest will be the question of relating ``literal'' logical forms to representations in terms of primitives meaningful to the underlying database engine. We begin by describing the nature of the problem, and show how a variety of interface functionalities can be considered as instances of a type of formal inference task which we call ``Abductive Equivalential Translation'' AET; functionalities which can be reduced to this form include answering questions, responding to commands, reasoning about the completeness of answers, answering meta-questions of type ``Do you know...'', and generating assertions and questions. In each case, a ``linguistic domain theory'' LDT and an input formula are given, and the goal is to construct a formula with certain properties which is equivalent to , given and a set of permitted assumptions. If the LDT is of a certain specified type, whose formulas are either conditional equivalences or Horn-clauses, we show that the AET problem can be reduced to a goal-directed inference method. We present an abstract description of this method, and sketch its realization in Prolog. The relationship between AET and several problems previously discussed in the literature is discussed. In particular, we show how AET can provide a simple and elegant solution to the so-called ``Doctor on Board'' problem, and in effect allows a ``relativization'' of the Closed World Assumption. The ideas in the thesis have all been implemented concretely within the SRI CLARE project, using a real projects and payments database. The LDT for the example database is described in detail, and examples of the types of functionality that can be achieved within the example domain are presented. "
cmp-lg-9405026,arxiv.org/abs/cmp-lg/9405026,26/5/94,An Extended Theory of Head-Driven Parsing,0,0,0," An Extended Theory of Head-Driven Parsing We show that more head-driven parsing algorithms can be formulated than those occurring in the existing literature. These algorithms are inspired by a family of left-to-right parsing algorithms from a recent publication. We further introduce a more advanced notion of ``head-driven parsing'' which allows more detailed specification of the processing order of non-head elements in the right-hand side. We develop a parsing algorithm for this strategy, based on LR parsing techniques. "
cmp-lg-9405025,arxiv.org/abs/cmp-lg/9405025,26/5/94,An Optimal Tabular Parsing Algorithm,0,0,0," An Optimal Tabular Parsing Algorithm In this paper we relate a number of parsing algorithms which have been developed in very different areas of parsing theory, and which include deterministic algorithms, tabular algorithms, and a parallel algorithm. We show that these algorithms are based on the same underlying ideas. By relating existing ideas, we hope to provide an opportunity to improve some algorithms based on features of others. A second purpose of this paper is to answer a question which has come up in the area of tabular parsing, namely how to obtain a parsing algorithm with the property that the table will contain as little entries as possible, but without the possibility that two entries represent the same subderivation. "
cmp-lg-9405027,arxiv.org/abs/cmp-lg/9405027,27/5/94,Acquiring Receptive Morphology: A Connectionist Model,0,0,0," Acquiring Receptive Morphology: A Connectionist Model This paper describes a modular connectionist model of the acquisition of receptive inflectional morphology. The model takes inputs in the form of phones one at a time and outputs the associated roots and inflections. Simulations using artificial language stimuli demonstrate the capacity of the model to learn suffixation, prefixation, infixation, circumfixation, mutation, template, and deletion rules. Separate network modules responsible for syllables enable to the network to learn simple reduplication rules as well. The model also embodies constraints against association-line crossing. "
cmp-lg-9404009,arxiv.org/abs/cmp-lg/9404009,27/5/94,A Deductive Account of Quantification in LFG,0,0,0," A Deductive Account of Quantification in LFG The relationship between Lexical-Functional Grammar LFG functional structures (f-structures) for sentences and their semantic interpretations can be expressed directly in a fragment of linear logic in a way that explains correctly the constrained interactions between quantifier scope ambiguity and bound anaphora. The use of a deductive framework to account for the compositional properties of quantifying expressions in natural language obviates the need for additional mechanisms, such as Cooper storage, to represent the different scopes that a quantifier might take. Instead, the semantic contribution of a quantifier is recorded as an ordinary logical formula, one whose use in a proof will establish the scope of the quantifier. The properties of linear logic ensure that each quantifier is scoped exactly once. Our analysis of quantifier scope can be seen as a recasting of Pereira's analysis (Pereira, 1991), which was expressed in higher-order intuitionistic logic. But our use of LFG and linear logic provides a much more direct and computationally more flexible interpretation mechanism for at least the same range of phenomena. We have developed a preliminary Prolog implementation of the linear deductions described in this work. "
cmp-lg-9405028,arxiv.org/abs/cmp-lg/9405028,28/5/94,Semantics of Complex Sentences in Japanese,0,0,0," Semantics of Complex Sentences in Japanese The important part of semantics of complex sentence is captured as relations among semantic roles in subordinate and main clause respectively. However if there can be relations between every pair of semantic roles, the amount of computation to identify the relations that hold in the given sentence is extremely large. In this paper, for semantics of Japanese complex sentence, we introduce new pragmatic roles called `observer' and `motivated' respectively to bridge semantic roles of subordinate and those of main clauses. By these new roles constraints on the relations among semantic/pragmatic roles are known to be almost local within subordinate or main clause. In other words, as for the semantics of the whole complex sentence, the only role we should deal with is a motivated. "
cmp-lg-9405031,arxiv.org/abs/cmp-lg/9405031,30/5/94,An Attributive Logic of Set Descriptions and Set Operations,0,0,0," An Attributive Logic of Set Descriptions and Set Operations This paper provides a model theoretic semantics to feature terms augmented with set descriptions. We provide constraints to specify HPSG style set descriptions, fixed cardinality set descriptions, set-membership constraints, restricted universal role quantifications, set union, intersection, subset and disjointness. A sound, complete and terminating consistency checking procedure is provided to determine the consistency of any given term in the logic. It is shown that determining consistency of terms is a NP-complete problem. "
cmp-lg-9405032,arxiv.org/abs/cmp-lg/9405032,30/5/94,Modularity in a Connectionist Model of Morphology Acquisition,0,0,0," Modularity in a Connectionist Model of Morphology Acquisition This paper describes a modular connectionist model of the acquisition of receptive inflectional morphology. The model takes inputs in the form of phones one at a time and outputs the associated roots and inflections. In its simplest version, the network consists of separate simple recurrent subnetworks for root and inflection identification; both networks take the phone sequence as inputs. It is shown that the performance of the two separate modular networks is superior to a single network responsible for both root and inflection identification. In a more elaborate version of the model, the network learns to use separate hidden-layer modules to solve the separate tasks of root and inflection identification. "
cmp-lg-9405030,arxiv.org/abs/cmp-lg/9405030,30/5/94,Priority Union and Generalization in Discourse Grammars,0,0,0," Priority Union and Generalization in Discourse Grammars We describe an implementation in Carpenter's typed feature formalism, ALE, of a discourse grammar of the kind proposed by Scha, Polanyi, et al. We examine their method for resolving parallelism-dependent anaphora and show that there is a coherent feature-structural rendition of this type of grammar which uses the operations of priority union and generalization. We describe an augmentation of the ALE system to encompass these operations and we show that an appropriate choice of definition for priority union gives the desired multiple output for examples of VP-ellipsis which exhibit a strict/sloppy ambiguity. "
cmp-lg-9405029,arxiv.org/abs/cmp-lg/9405029,30/5/94,Structural Tags  Annealing and Automatic Word Classification,0,0,0," Structural Tags, Annealing and Automatic Word Classification This paper describes an automatic word classification system which uses a locally optimal annealing algorithm and average class mutual information. A new word-class representation, the structural tag is introduced and its advantages for use in statistical language modelling are presented. A summary of some results with the one million word LOB corpus is given; the algorithm is also shown to discover the vowel-consonant distinction and displays an ability to cluster words syntactically in a Latin corpus. Finally, a comparison is made between the current classification system and several leading alternative systems, which shows that the current system performs respectably well. "
cs-9406102,arxiv.org/abs/cs/9406102,31/5/94,Applying GSAT to Non-Clausal Formulas,0,0,0," Applying GSAT to Non-Clausal Formulas In this paper we describe how to modify GSAT so that it can be applied to non-clausal formulas. The idea is to use a particular ``score'' function which gives the number of clauses of the CNF conversion of a formula which are false under a given truth assignment. Its value is computed in linear time, without constructing the CNF conversion itself. The proposed methodology applies to most of the variants of GSAT proposed so far. "
cs-9406101,arxiv.org/abs/cs/9406101,31/5/94,A Semantics and Complete Algorithm for Subsumption in the CLASSIC Description Logic,0,0,0," A Semantics and Complete Algorithm for Subsumption in the CLASSIC Description Logic This paper analyzes the correctness of the subsumption algorithm used in CLASSIC, a description logic-based knowledge representation system that is being used in practical applications. In order to deal efficiently with individuals in CLASSIC descriptions, the developers have had to use an algorithm that is incomplete with respect to the standard, model-theoretic semantics for description logics. We provide a variant semantics for descriptions with respect to which the current implementation is complete, and which can be independently motivated. The soundness and completeness of the polynomial-time subsumption algorithm is established using description graphs, which are an abstracted version of the implementation structures used in CLASSIC, and are of independent interest. "
cmp-lg-9405035,arxiv.org/abs/cmp-lg/9405035,31/5/94,Dual-Coding Theory and Connectionist Lexical Selection,0,0,0," Dual-Coding Theory and Connectionist Lexical Selection We introduce the bilingual dual-coding theory as a model for bilingual mental representation. Based on this model, lexical selection neural networks are implemented for a connectionist transfer project in machine translation. This lexical selection approach has two advantages. First, it is learnable. Little human effort on knowledge engineering is required. Secondly, it is psycholinguistically well-founded. "
cmp-lg-9405034,arxiv.org/abs/cmp-lg/9405034,31/5/94,Extracting Noun Phrases from Large-Scale Texts: A Hybrid Approach and Its Automatic Evaluation,0,0,0," Extracting Noun Phrases from Large-Scale Texts: A Hybrid Approach and Its Automatic Evaluation To acquire noun phrases from running texts is useful for many applications, such as word grouping,terminology indexing, etc. The reported literatures adopt pure probabilistic approach, or pure rule-based noun phrases grammar to tackle this problem. In this paper, we apply a probabilistic chunker to deciding the implicit boundaries of constituents and utilize the linguistic knowledge to extract the noun phrases by a finite state mechanism. The test texts are SUSANNE Corpus and the results are evaluated by comparing the parse field of SUSANNE Corpus automatically. The results of this preliminary experiment are encouraging. "
cmp-lg-9405033,arxiv.org/abs/cmp-lg/9405033,31/5/94,Relating Complexity to Practical Performance in Parsing with Wide-Coverage Unification Grammars,0,0,0," Relating Complexity to Practical Performance in Parsing with Wide-Coverage Unification Grammars The paper demonstrates that exponential complexities with respect to grammar size and input length have little impact on the performance of three unification-based parsing algorithms, using a wide-coverage grammar. The results imply that the study and optimisation of unification-based parsing must rely on empirical data until complexity theory can more accurately predict the practical behaviour of such parsers. "
cmp-lg-9406003,arxiv.org/abs/cmp-lg/9406003,1/6/94,A Learning Approach to Natural Language Understanding,0,0,0," A Learning Approach to Natural Language Understanding In this paper we propose a learning paradigm for the problem of understanding spoken language. The basis of the work is in a formalization of the understanding problem as a communication problem. This results in the definition of a stochastic model of the production of speech or text starting from the meaning of a sentence. The resulting understanding algorithm consists in a Viterbi maximization procedure, analogous to that commonly used for recognizing speech. The algorithm was implemented for building "
cmp-lg-9406001,arxiv.org/abs/cmp-lg/9406001,1/6/94,Intentions and Information in Discourse,0,0,0," Intentions and Information in Discourse This paper is about the flow of inference between communicative intentions, discourse structure and the domain during discourse processing. We augment a theory of discourse interpretation with a theory of distinct mental attitudes and reasoning about them, in order to provide an account of how the attitudes interact with reasoning about discourse structure. "
cmp-lg-9406002,arxiv.org/abs/cmp-lg/9406002,1/6/94,Speech Dialogue with Facial Displays: Multimodal Human-Computer Conversation,0,0,0," Speech Dialogue with Facial Displays: Multimodal Human-Computer Conversation Human face-to-face conversation is an ideal model for human-computer dialogue. One of the major features of face-to-face communication is its multiplicity of communication channels that act on multiple modalities. To realize a natural multimodal dialogue, it is necessary to study how humans perceive information and determine the information to which humans are sensitive. A face is an independent communication channel that conveys emotional and conversational signals, encoded as facial expressions. We have developed an experimental system that integrates speech dialogue and facial animation, to investigate the effect of introducing communicative facial expressions as a new modality in human-computer conversation. Our experiments have shown that facial expressions are helpful, especially upon first contact with the system. We have also discovered that featuring facial expressions at an early stage improves subsequent interaction. "
cmp-lg-9406004,arxiv.org/abs/cmp-lg/9406004,1/6/94,Towards a Principled Representation of Discourse Plans,0,0,0," Towards a Principled Representation of Discourse Plans We argue that discourse plans must capture the intended causal and decompositional relations between communicative actions. We present a planning algorithm, DPOCL, that builds plan structures that properly capture these relations, and show how these structures are used to solve the problems that plagued previous discourse planners, and allow a system to participate effectively and flexibly in an ongoing dialogue. "
cmp-lg-9406005,arxiv.org/abs/cmp-lg/9406005,1/6/94,Word-Sense Disambiguation Using Decomposable Models,0,0,0," Word-Sense Disambiguation Using Decomposable Models Most probabilistic classifiers used for word-sense disambiguation have either been based on only one contextual feature or have used a model that is simply assumed to characterize the interdependencies among multiple contextual features. In this paper, a different approach to formulating a probabilistic model is presented along with a case study of the performance of models produced in this manner for the disambiguation of the noun interest . We describe a method for formulating probabilistic models that use multiple contextual features for word-sense disambiguation, without requiring untested assumptions regarding the form of the model. Using this approach, the joint distribution of all variables is described by only the most systematic variable interactions, thereby limiting the number of parameters to be estimated, supporting computational efficiency, and providing an understanding of the data. "
cmp-lg-9406007,arxiv.org/abs/cmp-lg/9406007,2/6/94,Aligning a Parallel English-Chinese Corpus Statistically with Lexical Criteria,0,0,0, Aligning a Parallel English-Chinese Corpus Statistically with Lexical Criteria We describe our experience with automatic alignment of sentences in parallel English-Chinese texts. Our report concerns three related topics: (1) progress on the HKUST English-Chinese Parallel Bilingual Corpus; (2) experiments addressing the applicability of Gale & Church's length-based statistical method to the task of alignment involving a non-Indo-European language; and (3) an improved statistical method that also incorporates domain-specific lexical cues. 
cmp-lg-9406006,arxiv.org/abs/cmp-lg/9406006,2/6/94,Detecting and Correcting Speech Repairs,0,0,0," Detecting and Correcting Speech Repairs Interactive spoken dialog provides many new challenges for spoken language systems. One of the most critical is the prevalence of speech repairs. This paper presents an algorithm that detects and corrects speech repairs based on finding the repair pattern. The repair pattern is built by finding word matches and word replacements, and identifying fragments and editing terms. Rather than using a set of prebuilt templates, we build the pattern on the fly. In a fair test, our method, when combined with a statistical model to filter possible repairs, was successful at detecting and correcting 80\% of the repairs, without using prosodic information or a parser. "
cmp-lg-9406009,arxiv.org/abs/cmp-lg/9406009,2/6/94,Multiset-Valued Linear Index Grammars: Imposing Dominance Constraints on Derivations,0,0,0," Multiset-Valued Linear Index Grammars: Imposing Dominance Constraints on Derivations This paper defines multiset-valued linear index grammar and unordered vector grammar with dominance links. The former models certain uses of multiset-valued feature structures in unification-based formalisms, while the latter is motivated by word order variation and by ``quasi-trees'', a generalization of trees. The two formalisms are weakly equivalent, and an important subset is at most context-sensitive and polynomially parsable. "
cmp-lg-9406008,arxiv.org/abs/cmp-lg/9406008,2/6/94,Parsing Turkish with the Lexical Functional Grammar Formalism,0,0,0," Parsing Turkish with the Lexical Functional Grammar Formalism This paper describes our work on parsing Turkish using the lexical-functional grammar formalism. This work represents the first significant effort for parsing Turkish. Our implementation is based on Tomita's parser developed at Carnegie-Mellon University Center for Machine Translation. The grammar covers a substantial subset of Turkish including simple and complex sentences, and deals with a reasonable amount of word order freeness. The complex agglutinative morphology of Turkish lexical structures is handled using a separate two-level morphological analyzer. After a discussion of key relevant issues regarding Turkish grammar, we discuss aspects of our system and present results from our implementation. Our initial results suggest that our system can parse about 82\% of the sentences directly and almost all the remaining with very minor pre-editing. "
cmp-lg-9406010,arxiv.org/abs/cmp-lg/9406010,2/6/94,Some Advances in Transformation-Based Part of Speech Tagging,0,0,0," Some Advances in Transformation-Based Part of Speech Tagging Most recent research in trainable part of speech taggers has explored stochastic tagging. While these taggers obtain high accuracy, linguistic information is captured indirectly, typically in tens of thousands of lexical and contextual probabilities. In [Brill92], a trainable rule-based tagger was described that obtained performance comparable to that of stochastic taggers, but captured relevant linguistic information in a small number of simple non-stochastic rules. In this paper, we describe a number of extensions to this rule-based tagger. First, we describe a method for expressing lexical relations in tagging that are not captured by stochastic taggers. Next, we show a rule-based approach to tagging unknown words. Finally, we show how the tagger can be extended into a k-best tagger, where multiple tags can be assigned to words in some cases of uncertainty. "
cmp-lg-9406011,arxiv.org/abs/cmp-lg/9406011,3/6/94,Exploring the Statistical Derivation of Transformational Rule Sequences for Part-of-Speech Tagging,0,0,0," Exploring the Statistical Derivation of Transformational Rule Sequences for Part-of-Speech Tagging Eric Brill has recently proposed a simple and powerful corpus-based language modeling approach that can be applied to various tasks including part-of-speech tagging and building phrase structure trees. The method learns a series of symbolic transformational rules, which can then be applied in sequence to a test corpus to produce predictions. The learning process only requires counting matches for a given set of rule templates, allowing the method to survey a very large space of possible contextual factors. This paper analyses Brill's approach as an interesting variation on existing decision tree methods, based on experiments involving part-of-speech tagging for both English and ancient Greek corpora. In particular, the analysis throws light on why the new mechanism seems surprisingly resistant to overtraining. A fast, incremental implementation and a mechanism for recording the dependencies that underlie the resulting rule sequence are also described. "
cmp-lg-9406012,arxiv.org/abs/cmp-lg/9406012,3/6/94,Self-Organizing Machine Translation: Example-Driven Induction of Transfer Functions,0,0,0," Self-Organizing Machine Translation: Example-Driven Induction of Transfer Functions With the advent of faster computers, the notion of doing machine translation from a huge stored database of translation examples is no longer unreasonable. This paper describes an attempt to merge the Example-Based Machine Translation EBMT approach with psycholinguistic principles. A new formalism for context- free grammars, called *marker-normal form*, is demonstrated and used to describe language data in a way compatible with psycholinguistic theories. By embedding this formalism in a standard multivariate optimization framework, a system can be built that infers correct transfer functions for a set of bilingual sentence pairs and then uses those functions to translate novel sentences. The validity of this line of reasoning has been tested in the development of a system called METLA-1. This system has been used to infer English->French and English->Urdu transfer functions from small corpora. The results of those experiments are examined, both in engineering terms as well as in more linguistic terms. In general, the results of these experiments were psycho- logically and linguistically well-grounded while still achieving a respectable level of success when compared against a similar prototype using Hidden Markov Models. "
cmp-lg-9406013,arxiv.org/abs/cmp-lg/9406013,5/6/94,Graded Unification: A Framework for Interactive Processing,0,0,0," Graded Unification: A Framework for Interactive Processing An extension to classical unification, called {\em graded unification} is presented. It is capable of combining contradictory information. An interactive processing paradigm and parser based on this new operator are also presented. "
cmp-lg-9406014,arxiv.org/abs/cmp-lg/9406014,7/6/94,A Hybrid Reasoning Model for Indirect Answers,0,0,0," A Hybrid Reasoning Model for Indirect Answers This paper presents our implemented computational model for interpreting and generating indirect answers to Yes-No questions. Its main features are 1) a discourse-plan-based approach to implicature, 2) a reversible architecture for generation and interpretation, 3) a hybrid reasoning model that employs both plan inference and logical inference, and 4) use of stimulus conditions to model a speaker's motivation for providing appropriate, unrequested information. The model handles a wider range of types of indirect answers than previous computational models and has several significant advantages. "
cmp-lg-9406017,arxiv.org/abs/cmp-lg/9406017,7/6/94,An Automatic Method of Finding Topic Boundaries,0,0,0," An Automatic Method of Finding Topic Boundaries This article outlines a new method of locating discourse boundaries based on lexical cohesion and a graphical technique called dotplotting. The application of dotplotting to discourse segmentation can be performed either manually, by examining a graph, or automatically, using an optimization algorithm. The results of two experiments involving automatically locating boundaries between a series of concatenated documents are presented. Areas of application and future directions for this work are also outlined. "
cmp-lg-9406016,arxiv.org/abs/cmp-lg/9406016,7/6/94,Corpus-Driven Knowledge Acquisition for Discourse Analysis,0,0,0," Corpus-Driven Knowledge Acquisition for Discourse Analysis The availability of large on-line text corpora provides a natural and promising bridge between the worlds of natural language processing NLP and machine learning ML. In recent years, the NLP community has been aggressively investigating statistical techniques to drive part-of-speech taggers, but application-specific text corpora can be used to drive knowledge acquisition at much higher levels as well. In this paper we will show how ML techniques can be used to support knowledge acquisition for information extraction systems. It is often very difficult to specify an explicit domain model for many information extraction applications, and it is always labor intensive to implement hand-coded heuristics for each new domain. We have discovered that it is nevertheless possible to use ML algorithms in order to capture knowledge that is only implicitly present in a representative text corpus. Our work addresses issues traditionally associated with discourse analysis and intersentential inference generation, and demonstrates the utility of ML algorithms at this higher level of language analysis. The benefits of our work address the portability and scalability of information extraction IE technologies. When hand-coded heuristics are used to manage discourse analysis in an information extraction system, months of programming effort are easily needed to port a successful IE system to a new domain. We will show how ML algorithms can reduce this "
cmp-lg-9406015,arxiv.org/abs/cmp-lg/9406015,7/6/94,Statistical Augmentation of a Chinese Machine-Readable Dictionary,0,0,0," Statistical Augmentation of a Chinese Machine-Readable Dictionary We describe a method of using statistically-collected Chinese character groups from a corpus to augment a Chinese dictionary. The method is particularly useful for extracting domain-specific and regional words not readily available in machine-readable dictionaries. Output was evaluated both using human evaluators and against a previously available dictionary. We also evaluated performance improvement in automatic Chinese tokenization. Results show that our method outputs legitimate words, acronymic constructions, idioms, names and titles, as well as technical compounds, many of which were lacking from the original dictionary. "
cmp-lg-9406020,arxiv.org/abs/cmp-lg/9406020,10/6/94,DPOCL: A Principled Approach to Discourse Planning,0,0,0," DPOCL: A Principled Approach to Discourse Planning Research in discourse processing has identified two representational requirements for discourse planning systems. First, discourse plans must adequately represent the intentional structure of the utterances they produce in order to enable a computational discourse agent to respond effectively to communicative failures \cite{MooreParisCL}. Second, discourse plans must represent the informational structure of utterances. In addition to these representational requirements, we argue that discourse planners should be formally characterizable in terms of soundness and completeness. "
cmp-lg-9406022,arxiv.org/abs/cmp-lg/9406022,13/6/94,An implemented model of punning riddles,0,0,0," An implemented model of punning riddles In this paper, we discuss a model of simple question-answer punning, implemented in a program, JAPE, which generates riddles from humour-independent lexical entries. The model uses two main types of structure: schemata, which determine the relationships between key words in a joke, and templates, which produce the surface form of the joke. JAPE succeeds in generating pieces of text that are recognizably jokes, but some of them are not very good jokes. We mention some potential improvements and extensions, including post-production heuristics for ordering the jokes according to quality. "
cmp-lg-9406021,arxiv.org/abs/cmp-lg/9406021,13/6/94,A symbolic description of punning riddles and its computer implementation,0,0,0," A symbolic description of punning riddles and its computer implementation Riddles based on simple puns can be classified according to the patterns of word, syllable or phrase similarity they depend upon. We have devised a formal model of the semantic and syntactic regularities underlying some of the simpler types of punning riddle. We have also implemented this preliminary theory in a computer program which can generate riddles from a lexicon containing general data about words and phrases; that is, the lexicon content is not customised to produce jokes. Informal evaluation of the program's results by a set of human judges suggest that the riddles produced by this program are of comparable quality to those in general circulation among school children. "
cmp-lg-9406023,arxiv.org/abs/cmp-lg/9406023,14/6/94,A Spanish Tagset for the CRATER Project,0,0,0," A Spanish Tagset for the CRATER Project This working paper describes the Spanish tagset to be used in the context of CRATER, a CEC funded project aiming at the creation of a multilingual (English, French, Spanish) aligned corpus using the International Telecommunications Union corpus. In this respect, each version of the corpus will be (or is currently) tagged. Xerox PARC tagger will be adapted to Spanish in order to perform the tagging of the Spanish version. This tagset has been devised as the ideal one for Spanish, and has been posted to several lists in order to get feedback to it. "
cmp-lg-9406018,arxiv.org/abs/cmp-lg/9406018,15/6/94,TDL--- A Type Description Language for Constraint-Based Grammars,0,0,0," TDL--- A Type Description Language for Constraint-Based Grammars This paper presents \tdl, a typed feature-based representation language and inference system. Type definitions in \tdl\ consist of type and feature constraints over the boolean connectives. \tdl\ supports open- and closed-world reasoning over types and allows for partitions and incompatible types. Working with partially as well as with fully expanded types is possible. Efficient reasoning in \tdl\ is accomplished through specialized modules. "
cmp-lg-9406025,arxiv.org/abs/cmp-lg/9406025,16/6/94,Emergent Parsing and Generation with Generalized Chart,0,0,0," Emergent Parsing and Generation with Generalized Chart A new, flexible inference method for Horn logic program is proposed, which is a drastic generalization of chart parsing, partial instantiations of clauses in a program roughly corresponding to arcs in a chart. Chart-like parsing and semantic-head-driven generation emerge from this method. With a parsimonious instantiation scheme for ambiguity packing, the parsing complexity reduces to that of standard chart-based algorithms. "
cmp-lg-9406024,arxiv.org/abs/cmp-lg/9406024,16/6/94,Learning Fault-tolerant Speech Parsing with SCREEN,0,0,0," Learning Fault-tolerant Speech Parsing with SCREEN This paper describes a new approach and a system SCREEN for fault-tolerant speech parsing. SCREEEN stands for Symbolic Connectionist Robust EnterprisE for Natural language. Speech parsing describes the syntactic and semantic analysis of spontaneous spoken language. The general approach is based on incremental immediate flat analysis, learning of syntactic and semantic speech parsing, parallel integration of current hypotheses, and the consideration of various forms of speech related errors. The goal for this approach is to explore the parallel interactions between various knowledge sources for learning incremental fault-tolerant speech parsing. This approach is examined in a system SCREEN using various hybrid connectionist techniques. Hybrid connectionist techniques are examined because of their promising properties of inherent fault tolerance, learning, gradedness and parallel constraint integration. The input for SCREEN is hypotheses about recognized words of a spoken utterance potentially analyzed by a speech system, the output is hypotheses about the flat syntactic and semantic analysis of the utterance. In this paper we focus on the general approach, the overall architecture, and examples for learning flat syntactic speech parsing. Different from most other speech language architectures SCREEN emphasizes an interactive rather than an autonomous position, learning rather than encoding, flat analysis rather than in-depth analysis, and fault-tolerant processing of phonetic, syntactic and semantic knowledge. "
cmp-lg-9406026,arxiv.org/abs/cmp-lg/9406026,16/6/94,The Very Idea of Dynamic Semantics,0,0,0," The Very Idea of Dynamic Semantics Natural languages are programming languages for minds. Can we or should we take this slogan seriously? If so, how? Can answers be found by looking at the various dynamic treatments of natural language developed over the last decade or so, mostly in response to problems associated with donkey anaphora? In Dynamic Logic of Programs, the meaning of a program is a binary relation on the set of states of some abstract machine. This relation is meant to model aspects of the effects of the execution of the program, in particular its input-output behavior. What, if anything, are the dynamic aspects of various proposed dynamic semantics for natural languages supposed to model? Is there anything dynamic to be modeled? If not, what is all the full about? We shall try to answer some, at least, of these questions and provide materials for answers to others. "
cmp-lg-9406019,arxiv.org/abs/cmp-lg/9406019,17/6/94,A Complete and Recursive Feature Theory,0,0,0," A Complete and Recursive Feature Theory Various feature descriptions are being employed in logic programming languages and constrained-based grammar formalisms. The common notational primitive of these descriptions are functional attributes called features. The descriptions considered in this paper are the possibly quantified first-order formulae obtained from a signature of binary and unary predicates called features and sorts, respectively. We establish a first-order theory FT by means of three axiom schemes, show its completeness, and construct three elementarily equivalent models. One of the models consists of so-called feature graphs, a data structure common in computational linguistics. The other two models consist of so-called feature trees, a record-like data structure generalizing the trees corresponding to first-order terms. Our completeness proof exhibits a terminating simplification system deciding validity and satisfiability of possibly quantified feature descriptions. "
cmp-lg-9406027,arxiv.org/abs/cmp-lg/9406027,17/6/94,Analyzing and Improving Statistical Language Models for Speech Recognition,0,0,0," Analyzing and Improving Statistical Language Models for Speech Recognition In many current speech recognizers, a statistical language model is used to indicate how likely it is that a certain word will be spoken next, given the words recognized so far. How can statistical language models be improved so that more complex speech recognition tasks can be tackled? Since the knowledge of the weaknesses of any theory often makes improving the theory easier, the central idea of this thesis is to analyze the weaknesses of existing statistical language models in order to subsequently improve them. To that end, we formally define a weakness of a statistical language model in terms of the logarithm of the total probability, LTP, a term closely related to the standard perplexity measure used to evaluate statistical language models. We apply our definition of a weakness to a frequently used statistical language model, called a bi-pos model. This results, for example, in a new modeling of unknown words which improves the performance of the model by 14% to 21%. Moreover, one of the identified weaknesses has prompted the development of our generalized N-pos language model, which is also outlined in this thesis. It can incorporate linguistic knowledge even if it extends over many words and this is not feasible in a traditional N-pos model. This leads to a discussion of whatknowledge should be added to statistical language models in general and we give criteria for selecting potentially useful knowledge. These results show the usefulness of both our definition of a weakness and of performing an analysis of weaknesses of statistical language models in general. "
